TXN_ID,DATE,MINISTRY_CODE,MINISTRY_NAME,ACCOUNT_CODE,DESCRIPTION,VENDOR,AMOUNT_KES,PAYMENT_METHOD
KE-2401557,02/08/2023,MOH,Ministry of Health,2211404,SGBV survivor support services,Sunrise Cleaning Services,195727.15,BANK_TRANSFER
KE-2401558,26/04/2024,MOF,Ministry of Finance,2211407,cleaning and fumigation - health facilities,GreenLeaf Consultancy,86508.55,CHEQUE
KE-2401559,15/11/2023,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,PharmaWest Africa,643979.82,CHEQUE
KE-2401560,09/08/2023,MOE,Ministry of Education,2211201,Laboratory reagents,BuildRight Contractors,1003965.83,MOBILE_MONEY
KE-2401561,30/08/2023,MOI,Ministry of Interior,2211501,Refined fuels,NextGen IT,1852.7,MOBILE_MONEY
KE-2401562,25/07/2023,MOH,Ministry of Health,2211110,Maternity supplies and delivery kits,Nile Motors,757446.18,CHEQUE
KE-2401563,07/05/2024,MOFA,Ministry of Family Affairs,2211201,laboratory reagents,GreenLeaf Consultancy,1724.7,MOBILE_MONEY
KE-2401564,25/05/2024,MOE,Ministry of Education,2210301,DOMESTIC TRAVEL,Highlands Print Works,636600.9,MOBILE_MONEY
KE-2401565,08/05/2024,MOF,Ministry of Finance,2211407,Cleaning and fumigation - health facilities,United Diagnostics,1221804.19,CHEQUE
KE-2401566,30/11/2023,MOH,Ministry of Health,2211308,Youth SRH counselling services,BuildRight Contractors,284389.41,BANK_TRANSFER
KE-2401567,30/08/2023,MOI,Ministry of Interior,2211103,Vaccines,TransAfrica Logistics,1015010.56,CHEQUE
KE-2401568,12/01/2024,MOI,Ministry of Interior,2211102,CONTRACEPTIVES AND FAMILY PLANNING COMMODITIES,NextGen IT,854651.01,MOBILE_MONEY
KE-2401569,16/05/2024,MOI,Ministry of Interior,2211404,SGBV survivor support services,SafeWater Kenya,120728.68,BANK_TRANSFER
KE-2401570,20/04/2024,MOF,Ministry of Finance,2211305,IMMUNISATION OUTREACH,Sunrise Cleaning Services,738644.51,CHEQUE
KE-2401571,28/12/2023,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,PharmaWest Africa,2580.73,CHEQUE
KE-2401572,24/04/2024,MOI,Ministry of Interior,2211501,Refined fuels,GreenLeaf Consultancy,-135419.21,MOBILE_MONEY
KE-2401573,05/11/2023,MOH,Ministry of Health,2211407,Cleaning and fumigation - health facilities,Care Foundation,441290.07,BANK_TRANSFER
KE-2401574,06/08/2023,MOFA,Ministry of Family Affairs,2211511,Printing and stationery,TransAfrica Logistics,1196.36,MOBILE_MONEY
KE-2401575,11/09/2023,MOF,Ministry of Finance,2210301,Domestic travel,TechnoServ Africa,1478975.87,CHEQUE
KE-2401576,17/04/2024,MOF,Ministry of Finance,2211105,hiv test kits and arvs,United Diagnostics,20481.32,MOBILE_MONEY
KE-2401577,03/05/2024,MOH,Ministry of Health,2211305,immunisation outreach,GreenLeaf Consultancy,1075.16,CHEQUE
KE-2401578,27/11/2023,MOFA,Ministry of Family Affairs,2210201,Communication supplies,MediPlus Distributors,1885.47,MOBILE_MONEY
KE-2401579,16/09/2023,MOF,Ministry of Finance,3110101,Construction of buildings - health facilities,MedSupplies Ltd,22110.47,MOBILE_MONEY
KE-2401580,14/08/2023,MOH,Ministry of Health,2210301,Domestic travel,United Diagnostics,2104284.52,BANK_TRANSFER
KE-2401581,29/01/2024,MOF,Ministry of Finance,3110701,Purchase of vehicles - ambulances,Modern Office Systems,2651.11,MOBILE_MONEY
KE-2401582,27/05/2024,MOE,Ministry of Education,2211320,Cervical cancer screening,Regional Bank Services,99409.2,CHEQUE
KE-2401583,25/07/2023,MOI,Ministry of Interior,2210301,Domestic travel,MediPlus Distributors,1276137.23,BANK_TRANSFER
KE-2401584,28/07/2023,MOF,Ministry of Finance,2211501,Refined fuels,United Diagnostics,1900.71,MOBILE_MONEY
KE-2401585,28/07/2023,MOH,Ministry of Health,2211105,HIV test kits and ARVs,Care Foundation,728526.76,BANK_TRANSFER
KE-2401586,19/12/2023,MOH,Ministry of Health,2211308,Youth SRH counselling services,TransAfrica Logistics,205039.97,BANK_TRANSFER
KE-2401587,23/03/2024,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,United Diagnostics,250867.77,CHEQUE
KE-2401588,10/04/2024,MOE,Ministry of Education,2210201,Communication supplies,MediPlus Distributors,1748777.07,BANK_TRANSFER
KE-2401589,13/12/2023,MOI,Ministry of Interior,2211306,ANTENATAL OUTREACH SERVICES,Vitalis Pharma,1810643.78,CHEQUE
KE-2401590,31/08/2023,MOFA,Ministry of Family Affairs,2211404,SGBV survivor support services,PharmaWest Africa,"""22,019.60""",CHEQUE
KE-2401591,19/02/2024,MOH,Ministry of Health,2211101,medical drugs,Public Health Institute,776430.54,MOBILE_MONEY
KE-2401592,09/06/2024,MOF,Ministry of Finance,2210201,Communication supplies,GreenLeaf Consultancy,1505523.08,MOBILE_MONEY
KE-2401593,07/03/2024,MOE,Ministry of Education,2211320,Cervical cancer screening,Highlands Print Works,244861.78,MOBILE_MONEY
KE-2401594,21/04/2024,MOI,Ministry of Interior,2210201,Communication supplies,Nile Motors,5943.71,MOBILE_MONEY
KE-2401595,29/01/2024,MOI,Ministry of Interior,2211305,Immunisation outreach,GreenLeaf Consultancy,2524.22,CHEQUE
KE-2401596,16/04/2024,MOH,Ministry of Health,2211308,Youth SRH counselling services,Public Health Institute,184199.64,CHEQUE
KE-2401597,14/09/2023,MOE,Ministry of Education,2211306,Antenatal outreach services,Modern Office Systems,-214398.24,MOBILE_MONEY
KE-2401598,20/11/2023,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,TechnoServ Africa,843457.7,CHEQUE
KE-2401599,02/01/2024,MOH,Ministry of Health,2211201,Laboratory reagents,SafeWater Kenya,138575.13,MOBILE_MONEY
KE-2401600,27/03/2024,MOF,Ministry of Finance,2211308,Youth SRH counselling services,SafeWater Kenya,1199.43,CHEQUE
KE-2401601,19/05/2024,MOH,Ministry of Health,2211407,cleaning and fumigation - health facilities,United Diagnostics,2376.9,BANK_TRANSFER
KE-2401602,22/10/2023,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,SafeWater Kenya,18905.19,BANK_TRANSFER
KE-2401603,04/10/2023,MOF,Ministry of Finance,2211511,Printing and stationery,BuildRight Contractors,,BANK_TRANSFER
KE-2401604,17/11/2023,MOE,Ministry of Education,3110701,PURCHASE OF VEHICLES - AMBULANCES,Nile Motors,31915.29,MOBILE_MONEY
KE-2401605,29/10/2023,MOH,Ministry of Health,2211201,Laboratory reagents,NextGen IT,283293.88,CHEQUE
KE-2401606,21/10/2023,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,TransAfrica Logistics,593247.5,BANK_TRANSFER
KE-2401607,05/06/2024,MOH,Ministry of Health,2211103,Vaccines,TransAfrica Logistics,3930.17,MOBILE_MONEY
KE-2401608,22/06/2024,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,BuildRight Contractors,1276178.76,BANK_TRANSFER
KE-2401609,04/07/2023,MOF,Ministry of Finance,2211501,Refined fuels,Care Foundation,120501.3,MOBILE_MONEY
KE-2401610,23/10/2023,MOE,Ministry of Education,2211105,HIV test kits and ARVs,Regional Bank Services,5379.22,BANK_TRANSFER
KE-2401611,22/04/2024,MOE,Ministry of Education,2210201,Communication supplies,MediPlus Distributors,731668.22,MOBILE_MONEY
KE-2401612,23/12/2023,MOE,Ministry of Education,2211320,Cervical cancer screening,Public Health Institute,198592.93,MOBILE_MONEY
KE-2401613,02/04/2024,MOI,Ministry of Interior,2210201,Communication supplies,MedSupplies Ltd,,MOBILE_MONEY
KE-2401614,23/06/2024,MOI,Ministry of Interior,2211404,SGBV survivor support services,Care Foundation,12764.54,BANK_TRANSFER
KE-2401615,12/08/2023,MOH,Ministry of Health,2210201,Communication supplies,MediPlus Distributors,8821.62,CHEQUE
KE-2401616,17/05/2024,MOF,Ministry of Finance,2211308,youth srh counselling services,Public Health Institute,4005.92,MOBILE_MONEY
KE-2401617,21/04/2024,MOFA,Ministry of Family Affairs,2211320,Cervical cancer screening,MediPlus Distributors,1054.05,MOBILE_MONEY
KE-2401618,31/03/2024,MOE,Ministry of Education,2211320,CERVICAL CANCER SCREENING,Vitalis Pharma,13710.03,BANK_TRANSFER
KE-2401619,11/12/2023,MOI,Ministry of Interior,2211201,laboratory reagents,Care Foundation,396865.38,CHEQUE
KE-2401620,29/09/2023,MOFA,Ministry of Family Affairs,2211199,General medical consumables,MediPlus Distributors,264349.38,MOBILE_MONEY
KE-2401621,28/02/2024,MOE,Ministry of Education,2211110,Maternity supplies and delivery kits,GreenLeaf Consultancy,-1101.52,CHEQUE
KE-2401622,07/02/2024,MOF,Ministry of Finance,2210201,Communication supplies,Highlands Print Works,7676.63,MOBILE_MONEY
KE-2401623,09/08/2023,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,TransAfrica Logistics,7894.09,BANK_TRANSFER
KE-2401624,30/10/2023,MOI,Ministry of Interior,2211306,Antenatal outreach services,SafeWater Kenya,714605.79,BANK_TRANSFER
KE-2401625,20/11/2023,MOI,Ministry of Interior,2211101,Medical drugs,PharmaWest Africa,6681.3,CHEQUE
KE-2401626,16/06/2024,MOH,Ministry of Health,2211103,Vaccines,MedSupplies Ltd,883832.93,CHEQUE
KE-2401627,31/07/2023,MOFA,Ministry of Family Affairs,2211404,SGBV survivor support services,SafeWater Kenya,197004.68,CHEQUE
KE-2401628,02/06/2024,MOFA,Ministry of Family Affairs,2211501,Refined fuels,United Diagnostics,1886662.05,MOBILE_MONEY
KE-2401629,07/12/2023,MOFA,Ministry of Family Affairs,2211511,Printing and stationery,TransAfrica Logistics,2363.92,CHEQUE
KE-2401630,01/05/2024,MOF,Ministry of Finance,2211105,HIV test kits and ARVs,Modern Office Systems,5271.98,BANK_TRANSFER
KE-2401631,12/01/2024,MOI,Ministry of Interior,3110701,Purchase of vehicles - ambulances,Vitalis Pharma,1656.92,CHEQUE
KE-2401632,28/06/2024,MOE,Ministry of Education,2211103,Vaccines,NextGen IT,1946831.27,MOBILE_MONEY
KE-2401633,05/06/2024,MOI,Ministry of Interior,2210201,Communication supplies,GreenLeaf Consultancy,23873.13,CHEQUE
KE-2401634,01/07/2023,MOH,Ministry of Health,2211306,Antenatal outreach services,MedSupplies Ltd,159593.14,BANK_TRANSFER
KE-2401635,09/09/2023,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,SafeWater Kenya,605487.01,MOBILE_MONEY
KE-2401636,20/01/2024,MOE,Ministry of Education,2211407,Cleaning and fumigation - health facilities,SafeWater Kenya,80522.78,BANK_TRANSFER
KE-2401637,27/11/2023,MOF,Ministry of Finance,2211199,General medical consumables,MediPlus Distributors,12504.54,MOBILE_MONEY
KE-2401638,28/11/2023,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,MedSupplies Ltd,1476668.6,BANK_TRANSFER
KE-2401639,21/01/2024,MOI,Ministry of Interior,2210301,Domestic travel,Vitalis Pharma,543196.19,CHEQUE
KE-2401640,09/07/2023,MOE,Ministry of Education,3110701,Purchase of vehicles - ambulances,Highlands Print Works,2351.15,BANK_TRANSFER
KE-2401641,12/12/2023,MOFA,Ministry of Family Affairs,2211101,Medical drugs,MedSupplies Ltd,3930.22,CHEQUE
KE-2401642,30/05/2024,MOH,Ministry of Health,2211201,Laboratory reagents,Regional Bank Services,1867846.04,BANK_TRANSFER
KE-2401643,15/04/2024,MOE,Ministry of Education,2211103,Vaccines,TransAfrica Logistics,108578.61,MOBILE_MONEY
KE-2401644,19/11/2023,MOH,Ministry of Health,2210201,Communication supplies,NextGen IT,1991042.77,MOBILE_MONEY
KE-2401645,04/08/2023,MOFA,Ministry of Family Affairs,2211199,General medical consumables,PharmaWest Africa,875712.91,MOBILE_MONEY
KE-2401646,17/05/2024,MOI,Ministry of Interior,3110101,Construction of buildings - health facilities,Regional Bank Services,25449.44,BANK_TRANSFER
KE-2401647,26/04/2024,MOE,Ministry of Education,2211308,YOUTH SRH COUNSELLING SERVICES,Public Health Institute,1922.32,BANK_TRANSFER
KE-2401648,24/10/2023,MOH,Ministry of Health,2211308,Youth SRH counselling services,TransAfrica Logistics,62171.55,BANK_TRANSFER
KE-2401649,06/12/2023,MOF,Ministry of Finance,2211201,Laboratory reagents,Modern Office Systems,,MOBILE_MONEY
KE-2401650,28/07/2023,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,United Diagnostics,121952.95,BANK_TRANSFER
KE-2401651,16/02/2024,MOF,Ministry of Finance,2211407,CLEANING AND FUMIGATION - HEALTH FACILITIES,Sunrise Cleaning Services,1669.12,MOBILE_MONEY
KE-2401652,04/03/2024,MOI,Ministry of Interior,3110101,construction of buildings - health facilities,Nile Motors,1084.13,BANK_TRANSFER
KE-2401653,13/07/2023,MOH,Ministry of Health,3110101,Construction of buildings - health facilities,Public Health Institute,1091.34,BANK_TRANSFER
KE-2401654,05/07/2023,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,TransAfrica Logistics,1159.86,BANK_TRANSFER
KE-2401655,29/11/2023,MOE,Ministry of Education,2211320,Cervical cancer screening,BuildRight Contractors,19220.06,BANK_TRANSFER
KE-2401656,27/10/2023,MOF,Ministry of Finance,2211102,Contraceptives and family planning commodities,TechnoServ Africa,33078.41,BANK_TRANSFER
KE-2401657,08/04/2024,MOI,Ministry of Interior,2211101,Medical drugs,Regional Bank Services,,CHEQUE
KE-2401658,17/07/2023,MOH,Ministry of Health,2211105,HIV test kits and ARVs,United Diagnostics,2018.13,BANK_TRANSFER
KE-2401659,11/04/2024,MOE,Ministry of Education,2211308,Youth SRH counselling services,Modern Office Systems,1790.4,BANK_TRANSFER
KE-2401660,23/02/2024,MOH,Ministry of Health,3110701,Purchase of vehicles - ambulances,Care Foundation,18223.48,BANK_TRANSFER
KE-2401661,22/06/2024,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,Regional Bank Services,1868.96,BANK_TRANSFER
KE-2401662,22/11/2023,MOE,Ministry of Education,2211101,Medical drugs,PharmaWest Africa,323160.58,BANK_TRANSFER
KE-2401663,08/03/2024,MOFA,Ministry of Family Affairs,2211407,Cleaning and fumigation - health facilities,SafeWater Kenya,28554.0,BANK_TRANSFER
KE-2401664,13/01/2024,MOF,Ministry of Finance,2211308,Youth SRH counselling services,Care Foundation,464375.85,MOBILE_MONEY
KE-2401665,01/02/2024,MOE,Ministry of Education,2211501,Refined fuels,Sunrise Cleaning Services,1470.15,BANK_TRANSFER
KE-2401666,04/04/2024,MOE,Ministry of Education,2211103,Vaccines,Care Foundation,2157202.06,BANK_TRANSFER
KE-2401667,23/05/2024,MOF,Ministry of Finance,2211407,Cleaning and fumigation - health facilities,Highlands Print Works,1525.85,BANK_TRANSFER
KE-2401668,07/09/2023,MOFA,Ministry of Family Affairs,2211103,Vaccines,Regional Bank Services,1290.09,BANK_TRANSFER
KE-2401669,20/04/2024,MOI,Ministry of Interior,2210301,Domestic travel,BuildRight Contractors,5516.49,BANK_TRANSFER
KE-2401670,31/03/2024,MOI,Ministry of Interior,3110701,Purchase of vehicles - ambulances,Vitalis Pharma,1399.6,BANK_TRANSFER
KE-2401671,11/11/2023,MOF,Ministry of Finance,2211199,General medical consumables,Nile Motors,4967.33,CHEQUE
KE-2401672,25/02/2024,MOE,Ministry of Education,2211102,Contraceptives and family planning commodities,Sunrise Cleaning Services,522283.9,BANK_TRANSFER
KE-2401673,18/03/2024,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,Regional Bank Services,719362.77,BANK_TRANSFER
KE-2401674,15/06/2024,MOE,Ministry of Education,2211306,Antenatal outreach services,Highlands Print Works,217796.78,CHEQUE
KE-2401675,03/09/2023,MOH,Ministry of Health,2211404,SGBV survivor support services,MedSupplies Ltd,335256.12,CHEQUE
KE-2401676,25/03/2024,MOI,Ministry of Interior,2211103,VACCINES,GreenLeaf Consultancy,325769.67,BANK_TRANSFER
KE-2401677,14/04/2024,MOFA,Ministry of Family Affairs,2211501,Refined fuels,PharmaWest Africa,839506.91,CHEQUE
KE-2401678,11/05/2024,MOE,Ministry of Education,2211308,Youth SRH counselling services,TransAfrica Logistics,82229.2,BANK_TRANSFER
KE-2401679,08/01/2024,MOE,Ministry of Education,2211101,Medical drugs,Sunrise Cleaning Services,7517.43,MOBILE_MONEY
KE-2401680,07/10/2023,MOI,Ministry of Interior,2211320,Cervical cancer screening,NextGen IT,1245.48,MOBILE_MONEY
KE-2401681,08/12/2023,MOFA,Ministry of Family Affairs,2210301,Domestic travel,PharmaWest Africa,54089.34,CHEQUE
KE-2401682,18/09/2023,MOI,Ministry of Interior,3110101,Construction of buildings - health facilities,SafeWater Kenya,5427.97,CHEQUE
KE-2401683,08/01/2024,MOFA,Ministry of Family Affairs,2211201,Laboratory reagents,Vitalis Pharma,121058.84,BANK_TRANSFER
KE-2401684,21/11/2023,MOI,Ministry of Interior,2211308,Youth SRH counselling services,Modern Office Systems,7478.57,BANK_TRANSFER
KE-2401685,03/05/2024,MOFA,Ministry of Family Affairs,2211199,General medical consumables,United Diagnostics,434031.68,MOBILE_MONEY
KE-2401686,09/05/2024,MOI,Ministry of Interior,2211407,CLEANING AND FUMIGATION - HEALTH FACILITIES,Care Foundation,962.86,CHEQUE
KE-2401687,15/06/2024,MOH,Ministry of Health,2211511,Printing and stationery,PharmaWest Africa,"""27,917.22""",MOBILE_MONEY
KE-2401688,18/06/2024,MOH,Ministry of Health,2211199,General medical consumables,Regional Bank Services,530039.69,BANK_TRANSFER
KE-2401689,22/08/2023,MOE,Ministry of Education,3110701,Purchase of vehicles - ambulances,Care Foundation,1983.24,BANK_TRANSFER
KE-2401690,10/10/2023,MOI,Ministry of Interior,2211404,SGBV survivor support services,Modern Office Systems,81472.02,MOBILE_MONEY
KE-2401691,20/09/2023,MOE,Ministry of Education,2211199,General medical consumables,United Diagnostics,863184.86,CHEQUE
KE-2401692,21/06/2024,MOF,Ministry of Finance,2211110,Maternity supplies and delivery kits,Care Foundation,22135.76,MOBILE_MONEY
KE-2401693,23/08/2023,MOH,Ministry of Health,2211305,Immunisation outreach,Vitalis Pharma,128815.71,MOBILE_MONEY
KE-2401694,08/03/2024,MOF,Ministry of Finance,2211101,Medical drugs,NextGen IT,2393.5,CHEQUE
KE-2401695,09/04/2024,MOI,Ministry of Interior,2210301,Domestic travel,BuildRight Contractors,1727080.82,MOBILE_MONEY
KE-2401696,21/05/2024,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,Regional Bank Services,73583.75,BANK_TRANSFER
KE-2401697,30/09/2023,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,United Diagnostics,123489.35,BANK_TRANSFER
KE-2401698,03/10/2023,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,Vitalis Pharma,23855.84,MOBILE_MONEY
KE-2401699,31/05/2024,MOI,Ministry of Interior,2211501,Refined fuels,Sunrise Cleaning Services,761590.82,BANK_TRANSFER
KE-2401700,15/10/2023,MOE,Ministry of Education,2211201,Laboratory reagents,BuildRight Contractors,5616.25,CHEQUE
KE-2401701,11/06/2024,MOE,Ministry of Education,2211511,Printing and stationery,TransAfrica Logistics,1259304.1,MOBILE_MONEY
KE-2401702,14/09/2023,MOE,Ministry of Education,2211105,HIV TEST KITS AND ARVS,Vitalis Pharma,1233.65,MOBILE_MONEY
KE-2401703,12/03/2024,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,Modern Office Systems,139155.82,CHEQUE
KE-2401704,06/02/2024,MOH,Ministry of Health,3110101,Construction of buildings - health facilities,MediPlus Distributors,130638.44,CHEQUE
KE-2401705,25/06/2024,MOI,Ministry of Interior,2211199,General medical consumables,TechnoServ Africa,25846.15,MOBILE_MONEY
KE-2401706,05/07/2023,MOE,Ministry of Education,2211199,general medical consumables,Sunrise Cleaning Services,5974.9,BANK_TRANSFER
KE-2401707,29/10/2023,MOFA,Ministry of Family Affairs,2211105,HIV test kits and ARVs,Regional Bank Services,336269.69,BANK_TRANSFER
KE-2401708,22/07/2023,MOF,Ministry of Finance,2211102,Contraceptives and family planning commodities,Public Health Institute,3278.66,MOBILE_MONEY
